LR_Prob,RF_Prob,XGB_Prob
0.12396818088917629,0.07,0.019764839
0.31882771235363183,0.14,0.2987958
0.4067712119196862,0.24,0.023553552
0.35499609887739314,0.12,0.05538718
0.5025717366454262,0.22,0.059576936
0.7311606419056066,0.45,0.54759675
0.8139575451749848,0.79,0.8792385
0.757509641394618,0.71,0.8854278
0.2945253051747095,0.09,0.018409057
0.6149558741109605,0.26,0.49748832
0.38558760860122654,0.37,0.14366995
0.006477767331763908,0.02,0.0043301987
0.025190546973825344,0.02,0.013602219
0.6496903558194669,0.3,0.64962816
0.8891505904897389,0.39,0.7975071
0.6852234836748661,0.33,0.48568228
0.7728612182975425,0.46,0.40513423
0.11837316771552314,0.04,0.09891366
0.2855296340791014,0.42,0.7887509
0.05750293236240268,0.11,0.052741673
0.9077264380310545,0.89,0.96066713
0.6338518940797715,0.24,0.29234374
0.0041427943733679225,0.0,0.00025046838
0.14588895821723488,0.08,0.034128077
0.1440029725620763,0.07,0.034375314
0.6570866726265073,0.23,0.32619387
0.6165432479253375,0.54,0.5416326
0.5101675733285504,0.21,0.27856344
0.16221158844495842,0.18,0.013298004
0.36483132382367134,0.15,0.031876788
0.8086916645587928,0.38,0.63051873
0.8155780726604683,0.42,0.7647348
0.5754535619288239,0.13,0.18228407
0.01747453205980354,0.0,0.0017296885
0.39898964880351967,0.2273425436814303,0.6192968
0.8224626431354253,0.7,0.9565025
0.7101086599650319,0.71,0.8560683
0.469338477381953,0.5894490141975421,0.7624121
0.15875762588269807,0.02,0.0068082213
0.5561869995745814,0.23,0.17428806
0.709924638275719,0.62,0.87215513
0.06153523464754052,0.0,0.0030534053
0.8415607272467653,0.76,0.64687556
0.47752385240883516,0.55,0.60405535
0.8751373048444179,0.9,0.90833735
0.47575082469691654,0.46,0.3782282
0.5997732642349234,0.5,0.5826119
0.42292315371820605,0.29,0.12636769
0.7823674805531504,0.27,0.25355178
0.40504297094902103,0.17,0.06303351
0.8540257119246819,0.64,0.8531163
0.02083721669829895,0.0,0.0012838623
0.7917618313782102,0.28,0.32668817
0.23650488396567337,0.04,0.036177877
0.7773664576607403,0.53,0.6792695
0.5665505275187809,0.32,0.4592097
0.8610056423037896,1.0,0.88528234
0.3736314096889241,0.06,0.08348068
0.3488516734724176,0.1,0.1893164
0.7791483556730713,0.25,0.41524047
0.06751846651757483,0.0,0.0027726144
0.25267952695150775,0.17,0.0781331
0.8306388304778598,0.56,0.6695147
0.21146860776432494,0.17,0.00994898
0.21508579106314232,0.04,0.0036496595
0.007656579615262861,0.0,0.008295065
0.7940713282284116,0.46,0.26375225
0.04244557275313978,0.02,0.0018468009
0.15097084537051628,0.09,0.035384607
0.7656184770302666,0.42,0.81383204
0.6805102595035444,0.25,0.1416389
0.007152242818698546,0.0,0.00015463754
0.7567374497437876,0.31,0.5370886
0.007001394577705356,0.0,5.808861e-05
0.7299882997262955,0.43,0.69738406
0.36138255958567556,0.33,0.5025126
0.22584007569680636,0.03,0.018747596
0.31108646061292383,0.22,0.13976444
0.013358527329243187,0.01,0.00231086
0.34710581619847763,0.05,0.01732535
0.12751700817927714,0.03,0.070153
0.33548372244204455,0.21,0.1802209
0.12653733967234443,0.0,0.002885627
0.07552121735705485,0.08,0.022491986
0.006036199076839649,0.0,0.0002059901
0.640586391042939,0.42,0.14895219
0.8959605949897238,0.88,0.9238429
0.3952125855528016,0.26393407663706336,0.19868095
0.39595160907368193,0.17,0.015186117
0.26154788816320373,0.09,0.11793252
0.4527380033076277,0.35,0.701823
0.007002729365524289,0.0,0.00029539107
0.00904127181331856,0.02,0.0010857835
0.2941598200041238,0.11,0.07088721
0.8321084506707472,0.44,0.4339078
0.6551200846003077,0.3,0.22576953
0.041863683231297806,0.0,0.00013096009
0.03420958596302665,0.01,0.027221667
0.07718530825845761,0.03,0.0037119512
0.4347563192275497,0.08,0.03900011
0.34221923299789053,0.14,0.049974993
0.26476205163133715,0.05,0.11414196
0.09711880166327262,0.01,0.0046041952
0.8106454282773454,0.3,0.32625076
0.12105550763171258,0.01,0.0031036704
0.12723451470337968,0.03,0.0147106685
0.1604908184737232,0.06,0.14277346
0.823229347675868,0.68,0.51964414
0.005767653976492074,0.0,0.0006309539
0.00753471831763185,0.0,0.00045454595
0.8801262862623858,0.59,0.77806073
0.057415691354308164,0.02,0.015530884
0.2888518555286381,0.04,0.10502497
0.16116192482201466,0.05,0.0016912371
0.5716715493340857,0.16,0.17424276
0.6099940612862279,0.54,0.50021166
0.3679267639276882,0.07,0.018146394
0.8440964906724975,0.76,0.6957139
0.15575221518853136,0.15,0.041254207
0.8860704284301721,0.92,0.95733625
0.010321761204475945,0.0,0.0009620352
0.394743145859564,0.04734254368143031,0.039449763
0.10437330574098742,0.16,0.013141681
0.5390676625008973,0.38,0.47772416
0.34454415026416113,0.15,0.20180842
0.5869107100325174,0.28,0.09981773
0.1566961804856674,0.05,0.0036938812
0.8824999174085228,0.6,0.35427305
0.5644585704438306,0.16,0.0859621
0.22504478930630253,0.11,0.07413702
0.054697172310269486,0.0,0.00071791036
0.37118178837993726,0.12,0.007931969
0.037149903168772806,0.0,0.013265695
0.7922502512616936,0.37,0.33834076
0.5785828010869777,0.24,0.16174938
0.46261708841528665,0.2,0.06611602
0.33289490865319277,0.36,0.25313783
0.02605898537916331,0.0,0.006106377
0.5711983180180727,0.34,0.5552133
0.08356440400179668,0.01,0.0011815442
0.5455942790295696,0.4,0.57376564
0.09334854485774187,0.01,0.0034737892
0.24305047557663392,0.11,0.041173056
0.8698677624326574,0.48,0.52449185
0.4644843757160263,0.99,0.77008545
0.7246954908945471,0.26,0.1993996
0.5728456927394703,0.27,0.7638924
0.09591850497880126,0.08,0.04049887
0.7550458143825198,0.56,0.6485325
0.023241705919061374,0.0,0.0010006236
0.049909911745767276,0.03,0.0036426694
0.4915684689691155,0.13,0.07458821
0.8227688564115566,0.88,0.7591173
0.4365409788703055,0.16,0.04120201
0.8141400132204379,0.58,0.34836692
0.7854604367501126,0.45,0.61620456
0.07126210231333376,0.0,0.0033731128
0.39216205264235376,0.6546850873628606,0.37701043
0.03003889908344338,0.0,0.0017781596
0.2652978977715949,0.3,0.109864764
0.5804196361814568,0.41,0.21221982
0.7396545474413356,0.41,0.15937974
0.0426495342650552,0.0,0.0011863507
0.1851894793327381,0.11,0.033664465
0.0155152943191868,0.07,0.0012427357
0.02448521600576827,0.01,0.004172227
0.10978573941233177,0.07,0.023479344
0.8794164778418384,0.57,0.77552533
0.8161699501505038,0.42,0.3160844
0.027928154740061866,0.06,0.015592932
0.04814946820705658,0.04,0.0021475633
0.27332793928608284,0.05,0.014050535
0.4315306853230614,0.34,0.090919785
0.04007381746460441,0.0,0.0021973962
0.1699604988658526,0.13,0.010422144
0.6820694069002132,0.73,0.39626768
0.17071485789357593,0.08,0.052671824
0.006222890707788759,0.0,0.0008975767
0.5878979385647954,0.12,0.15794331
0.8419743300002428,0.44,0.42552438
0.5321708717189576,0.17,0.21618895
0.025679440618414387,0.06,0.0013129027
0.5173180207476135,0.18,0.25437894
0.6237659842392387,0.3,0.43930572
0.7841573371980727,0.45,0.42995635
0.7648524889687589,0.37,0.6615835
0.3380247758873594,0.07,0.030488731
0.1784550050372937,0.08,0.0155035015
0.8522357076050845,0.79,0.7253406
0.25576810519833065,0.11,0.07250227
0.2187080660386608,0.09,0.01850902
0.39516386175567436,0.13,0.122490816
0.8427347503298863,0.8,0.67522526
0.761149806103108,0.46,0.13569567
0.8573987578086031,0.45,0.57974
0.725755987411755,0.49,0.6510666
0.7468113886078549,0.45,0.20717499
0.35552303240965455,0.1,0.061705623
0.46026038919686285,0.16,0.068269566
0.007479561817625555,0.0,0.0007941884
0.06866135139522787,0.05,0.03120089
0.3971424429350305,0.027342543681430312,0.4450391
0.9206051197821863,0.98,0.9754578
0.028025808757851694,0.0,0.00097281823
0.7932179795690192,0.72,0.6943352
0.0839880659792215,0.05,0.003833279
0.5639776857339526,0.42,0.38768375
0.8555673869810765,0.82,0.9061973
0.07985527453083978,0.01,0.007490011
0.23143907398635083,0.39,0.1598518
0.4025684357126687,0.16,0.015576641
0.2096252172995292,0.05,0.008967464
0.005874735230854305,0.0,0.00029497765
0.8240990113831473,0.56,0.4296212
0.2317037748208026,0.02,0.001985869
0.20704735480899084,0.09,0.014645216
0.12478684575452417,0.02,0.008733615
0.3784142747270649,0.04,0.08633841
0.12778655969943226,0.2,0.14963035
0.8132769430161735,0.5,0.6841612
0.8140037764759763,0.6,0.4760575
0.313873224099055,0.19,0.44613728
0.5872140136170345,0.25,0.059268832
0.6818995555931524,0.21,0.1812068
0.05186551918305067,0.01,0.0056259874
0.7225763714877695,0.14,0.36356091
0.20973753530486908,0.08,0.054877695
0.04310375355051224,0.01,0.0019025637
0.8304241486074964,0.71,0.91899776
0.1043812408378586,0.03,0.009651465
0.012725358144872365,0.04,0.030581621
0.03249021452854249,0.06,0.0026903409
0.6616909054890527,0.35,0.22451784
0.9061492564396556,0.66,0.88770056
0.012798613239924414,0.0,0.0012519181
0.10364307748607694,0.07,0.024895879
0.16532465104825642,0.14,0.01494114
0.21973223012634652,0.08,0.045371722
0.19335588223022607,0.07,0.016345449
0.132905588129759,0.06,0.045680854
0.7837123536631363,0.57,0.58730006
0.7365478199521935,0.43,0.30000073
0.5355749189791437,0.23,0.26125
0.3433185461599032,0.24,0.35065603
0.6124416688641707,0.29,0.035377502
0.7535210595517257,0.45,0.66696125
0.6587887906942149,0.28,0.07099557
0.028320640234339816,0.0,0.0013656945
0.6735915613445316,0.41,0.5961532
0.6455105077496701,0.12,0.049832128
0.8193666434646368,0.59,0.7031594
0.04260003041013988,0.04,0.018065069
0.5030319895669048,0.31,0.12082785
0.43320730188876805,0.15,0.12426975
0.3260575149100667,0.23,0.30835494
0.717698709956791,0.43,0.17132325
0.7256291988138769,0.3,0.088196635
0.8136502355387996,0.48,0.30787292
0.14022930286340665,0.08,0.024802761
0.007495719375944051,0.0,0.00055956905
0.4204372681475748,0.5,0.8098815
0.07134658412747286,0.03,0.0065630055
0.3260365057270192,0.19,0.29097793
0.8457857879863602,0.51,0.53721225
0.6839954082916619,0.33,0.27017105
0.881268704693628,0.68,0.91497064
0.33351289463758454,0.11,0.072597384
0.9053963151766027,0.92,0.87596554
0.06001606274502751,0.03,0.004102868
0.7363629459946659,0.56,0.6307616
0.8783319242622063,0.74,0.83565646
0.0704325230081914,0.03,0.03084865
0.8467898094109427,0.71,0.7221001
0.1074031453963281,0.0,0.027407335
0.9060440005734421,0.79,0.8606765
0.9011889298307398,0.47,0.6101091
0.9008686033975394,0.68,0.8898979
0.06916599726124596,0.0,0.0006428451
0.31522221647758597,0.13,0.122777104
0.8766209561991329,0.83,0.90894735
0.014418436244446386,0.09,0.0007644231
0.2264355354674738,0.09,0.09294768
0.12804714700315883,0.07,0.015949091
0.7362424157561082,0.44,0.4794549
0.011667500585403086,0.05,0.003037643
0.8014824373158403,0.63,0.8132512
0.25718413405558543,0.15,0.08504875
0.2140490396843318,0.19,0.035596736
0.3367527734082669,0.14,0.34739003
0.859706862716704,0.47,0.5841325
0.14598385247834997,0.03,0.05252538
0.4953773202914598,0.34,0.118871205
0.4305373649826421,0.33,0.34579608
0.9341968376079758,0.95,0.91203
0.0774425275225317,0.03,0.0016775404
0.450968437377507,0.29,0.278857
0.5151564442391692,0.52,0.47050133
0.01970885752825012,0.01,0.014880402
0.7070602928397994,0.46,0.23365615
0.017744269739205985,0.01,0.012595483
0.6122462525008735,0.12,0.094148025
0.016961253784248082,0.01,0.0022493738
0.5345826227980106,0.17,0.087224774
0.4424125433653874,0.14,0.043532737
0.8734772574355766,0.88,0.52873504
0.36215379742101694,0.04,0.074319385
0.43316841685433616,0.13,0.09669371
0.854476113372197,0.44,0.5305391
0.346769220893527,0.14,0.057037994
0.30662279585699853,0.13,0.09611775
0.25756266268160455,0.32,0.13885033
0.640931757325943,0.13,0.32820973
0.21535850176656596,0.1,0.048825014
0.62705287402849,0.5,0.26992366
0.735526043656029,0.35,0.43376872
0.040779336319512714,0.0,0.00044307776
0.8054296423075782,0.55,0.6155268
0.015844104230641635,0.12,0.05375472
0.7005297031957184,0.31,0.05988401
0.5795210456845268,0.2,0.088677205
0.8064254009917051,0.66,0.37337086
0.7253425334153198,0.52,0.62756515
0.7901418442760314,0.72,0.8467978
0.5280025238152016,0.14,0.07015822
0.7800331280288831,0.61,0.48602912
0.777234552295382,0.33,0.5101149
0.8581370313071017,0.7,0.84185666
0.42033397184966703,0.24,0.08513107
0.34141996387162593,0.24,0.07686501
0.8223289390785613,0.59,0.8548766
0.44687742139011033,0.52,0.39172736
0.8754589461338328,0.81,0.7809752
0.8468278705913536,0.51,0.861251
0.7949179267726781,0.31,0.5470919
0.5605477436872034,0.24,0.25803038
0.11330780330043395,0.04,0.004629518
0.5423407431179322,0.29,0.14076832
0.6086815289162888,0.31,0.41740367
0.8724788329784879,0.7,0.5734043
0.6863541900064022,0.27,0.13619891
0.8436492693590154,0.73,0.75010324
0.5732878389112404,0.28,0.3259202
0.04050429290755551,0.03,0.0051526716
0.8602795861486296,0.99,0.817606
0.11275334319446864,0.23,0.019786319
0.4018829592181021,0.07,0.024088178
0.6441450157172423,0.5,0.47287935
0.7767958851745267,0.65,0.6226229
0.7677181939019981,0.41,0.5808335
0.7832464371154477,0.7,0.8053653
0.8197369539512517,0.73,0.52622634
0.25247676834125804,0.05,0.036063664
0.5100309247461968,0.1,0.03064669
0.00946475209943909,0.0,0.0014764976
0.10647083192229281,0.27,0.14215341
0.11846474802734294,0.07,0.02063966
0.07682821218670621,0.05,0.0077249203
0.027954403421281342,0.03,0.0036077918
0.38349245236794405,0.06,0.06074211
0.36895806202011905,0.21,0.17355831
0.1559697636226335,0.05,0.053428985
0.885526665314845,0.86,0.7810811
0.39923784849322147,0.45303682700144415,0.6629802
0.6802140915646521,0.46,0.630494
0.00838020483791129,0.02,0.0013192175
0.40435196642017796,0.32,0.12070804
0.27973285005748255,0.03,0.0034109985
0.40876520016611967,0.16,0.078843504
0.10020080358447309,0.08,0.1465045
0.0038261587892176427,0.0,6.164155e-05
0.04177451211558559,0.05,0.010740045
0.7830792829860547,0.48,0.73224235
0.7010435622199522,0.33,0.3035917
0.8528386375148885,0.79,0.92710096
0.33076704234056026,0.18,0.10496148
0.8641749913888928,0.73,0.76628554
0.07505270850790027,0.34,0.033883777
0.3940877416888679,0.027347503875957836,0.22392121
0.8943001310584551,0.78,0.54080623
0.27438886978125443,0.05,0.14782517
0.49434326494308006,0.44,0.41134658
0.032077094891703135,0.0,0.0018450876
